Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
8,9,21,0,0,19,1,0,19,0,0
8,9,22,0,0,19,1,0,19,0,0
8,9,23,0,0,18,2,0,18,0,0
8,10,0,0,0,18,1,0,18,0,0
8,10,1,0,0,17,1,0,17,0,0
8,10,2,0,0,17,1,0,17,0,0
8,10,3,0,0,16,1,0,16,0,0
8,10,4,0,0,16,1,0,16,0,0
8,10,5,0,0,16,1,0,16,0,0
8,10,6,0,50,17,0,47.055,15.263,169.12,145.538
8,10,7,280,135,18,0,225.922,25.22,728.371,692.398
8,10,8,670,122,19,1,500.992,33.665,1604.232,1543.011
8,10,9,767,127,20,1,706.918,41.822,2220.656,2137.392
8,10,10,814,134,22,1,868.2,49.034,2642.867,2542.465
8,10,11,844,135,24,0,965.99,60.365,2767.598,2661.816
8,10,12,858,133,25,0,1002.956,62.774,2834.952,2726.206
8,10,13,852,131,26,1,967.503,56.536,2831.707,2723.104
8,10,14,312,353,25,2,642.672,43.066,2019.538,1943.854
8,10,15,777,121,24,2,702.605,42.637,2196.688,2114.346
8,10,16,696,111,24,2,497.972,37.668,1559.162,1499.414
8,10,17,588,86,23,1,279.327,32.163,829.059,790.546
8,10,18,390,49,21,0,80.659,24.814,205.83,181.524
8,10,19,0,0,19,0,0,19,0,0
8,10,20,0,0,19,0,0,19,0,0
8,10,21,0,0,18,0,0,18,0,0
8,10,22,0,0,17,0,0,17,0,0
8,10,23,0,0,17,0,0,17,0,0
8,11,0,0,0,16,0,0,16,0,0
8,11,1,0,0,15,0,0,15,0,0
8,11,2,0,0,15,0,0,15,0,0
8,11,3,0,0,14,0,0,14,0,0
8,11,4,0,0,14,0,0,14,0,0
8,11,5,0,0,15,0,0,15,0,0
8,11,6,438,47,18,1,87.52,18.537,223.495,198.836
8,11,7,654,74,22,1,295.073,29.723,883.255,843.336
8,11,8,764,92,25,2,521.876,38.03,1630.621,1568.53
8,11,9,817,108,26,2,723.832,44.76,2238.954,2154.981
8,11,10,853,117,27,2,879.462,50.11,2661.737,2560.531
8,11,11,364,391,28,2,766.88,48.774,2340.885,2252.909
8,11,12,231,446,29,2,694.201,47.653,2131.798,2051.928
8,11,13,245,407,30,2,667.389,47.767,2048.072,1971.335
8,11,14,847,112,30,2,864.297,52.481,2582.419,2484.573
8,11,15,812,102,29,2,707.319,48.248,2146.976,2066.531
8,11,16,743,91,28,2,501.873,41.726,1536.117,1477.115
8,11,17,627,74,27,1,278.894,36.158,804.543,766.657
8,11,18,401,46,24,1,77.85,25.838,194.17,170.095
8,11,19,0,0,22,1,0,22,0,0
8,11,20,0,0,21,1,0,21,0,0
8,11,21,0,0,20,1,0,20,0,0
8,11,22,0,0,20,1,0,20,0,0
8,11,23,0,0,19,2,0,19,0,0
8,12,0,0,0,18,2,0,18,0,0
8,12,1,0,0,17,2,0,17,0,0
8,12,2,0,0,16,2,0,16,0,0
8,12,3,0,0,16,1,0,16,0,0
8,12,4,0,0,16,1,0,16,0,0
8,12,5,0,0,16,1,0,16,0,0
8,12,6,0,22,18,2,20.838,16.663,74.423,52.651
8,12,7,0,25,20,1,23.692,18.595,83.876,61.927
8,12,8,0,146,23,1,139.471,25.505,478.196,448.125
8,12,9,0,35,26,1,33.259,25.757,113.899,91.383
8,12,10,464,306,27,0,737.706,52.019,2211.168,2128.27
8,12,11,814,156,28,0,965.606,63.386,2719.397,2615.711
8,12,12,848,141,28,1,1000.567,59.129,2887.088,2776.017
8,12,13,309,410,28,1,732.532,52.106,2196.619,2114.28
8,12,14,835,122,28,1,863.385,54.651,2549.473,2453.004
8,12,15,804,108,28,2,706.771,47.261,2156.457,2075.653
8,12,16,732,97,27,1,500.829,43.536,1518.991,1460.541
8,12,17,602,80,26,0,275.531,38.842,786.543,749.115
8,12,18,373,48,24,0,76.374,27.679,193.419,169.359
8,12,19,0,0,23,0,0,23,0,0
8,12,20,0,0,22,0,0,22,0,0
8,12,21,0,0,21,0,0,21,0,0
8,12,22,0,0,20,0,0,20,0,0
8,12,23,0,0,19,1,0,19,0,0
8,13,0,0,0,19,1,0,19,0,0
8,13,1,0,0,19,1,0,19,0,0
8,13,2,0,0,18,2,0,18,0,0
8,13,3,0,0,18,2,0,18,0,0
8,13,4,0,0,18,2,0,18,0,0
8,13,5,0,0,18,2,0,18,0,0
8,13,6,395,49,20,3,84.359,20.439,219.634,195.052
8,13,7,9,123,22,3,119.793,23.556,412.957,384.33
8,13,8,767,90,24,4,520.762,34.154,1658.058,1595.054
8,13,9,844,97,25,5,728.767,38.82,2322.975,2235.709
8,13,10,888,100,26,5,891.995,43.28,2797.754,2690.65
8,13,11,911,101,27,5,994.647,46.493,3072.482,2952.942
8,13,12,921,98,27,5,1028.021,47.286,3162.962,3039.173
8,13,13,333,401,28,4,746.334,44.596,2328.509,2241.024
8,13,14,235,379,28,4,594.198,40.912,1888.094,1817.161
8,13,15,393,272,27,4,566.819,39.052,1809.879,1741.697
8,13,16,794,77,26,3,512.244,37.97,1594.28,1533.386
8,13,17,684,62,25,2,283.231,32.548,822.387,784.046
8,13,18,468,38,22,1,73.916,23.683,172.82,149.165
8,13,19,0,0,20,1,0,20,0,0
8,13,20,0,0,19,1,0,19,0,0
8,13,21,0,0,18,1,0,18,0,0
8,13,22,0,0,18,0,0,18,0,0
8,13,23,0,0,17,0,0,17,0,0
8,14,0,0,0,17,0,0,17,0,0
8,14,1,0,0,16,0,0,16,0,0
8,14,2,0,0,16,0,0,16,0,0
8,14,3,0,0,16,0,0,16,0,0
8,14,4,0,0,15,0,0,15,0,0
8,14,5,0,0,16,0,0,16,0,0
8,14,6,464,43,19,1,84.997,19.483,209.881,185.494
8,14,7,685,67,21,1,297.785,28.789,890.412,850.306
8,14,8,795,83,24,1,528.543,39.696,1635.718,1573.457
8,14,9,857,93,25,1,733.862,47.473,2237.25,2153.343
8,14,10,893,100,27,1,896.116,54.592,2647.169,2546.584
8,14,11,911,105,28,0,998.557,65.041,2785.439,2678.876
8,14,12,472,363,29,0,866.893,62.749,2450.7,2358.303
8,14,13,908,107,29,1,994.166,59.546,2861.321,2751.401
8,14,14,888,103,29,1,888.039,57.197,2585.502,2487.526
8,14,15,856,93,29,1,723.708,52.393,2147.471,2067.009
8,14,16,544,149,28,1,447.545,43.055,1367.925,1314.219
8,14,17,0,29,27,0,27.487,30.51,92.019,69.917
8,14,18,397,44,24,0,72.627,24.544,181.358,157.536
8,14,19,0,0,22,0,0,22,0,0
8,14,20,0,0,21,1,0,21,0,0
8,14,21,0,0,20,1,0,20,0,0
8,14,22,0,0,19,1,0,19,0,0
8,14,23,0,0,19,1,0,19,0,0
8,15,0,0,0,18,1,0,18,0,0
8,15,1,0,0,18,1,0,18,0,0
8,15,2,0,0,18,2,0,18,0,0
8,15,3,0,0,17,2,0,17,0,0
8,15,4,0,0,17,2,0,17,0,0
8,15,5,0,0,17,2,0,17,0,0
8,15,6,0,33,17,2,31.297,15.925,112.149,89.666
8,15,7,0,66,19,2,62.682,18.954,221.547,196.927
8,15,8,7,171,22,3,167.661,24.648,576.646,544.322
8,15,9,24,254,23,4,263.315,27.724,892.8,852.631
8,15,10,66,360,24,4,419.66,32.287,1392.533,1338.068
8,15,11,20,308,25,4,319.378,31.464,1064.278,1019.466
8,15,12,36,371,25,4,410.879,33.217,1357.57,1304.181
8,15,13,149,429,25,4,588.892,37.167,1908.041,1836.397
8,15,14,113,367,25,4,475.448,35.123,1555.601,1495.969
8,15,15,165,312,25,4,435.697,34.055,1429.484,1373.87
8,15,16,627,127,25,4,471.44,34.735,1497.976,1440.198
8,15,17,510,95,24,3,257.441,29.831,775.607,738.455
8,15,18,273,52,23,3,68.275,23.785,189.378,165.398
8,15,19,0,0,21,3,0,21,0,0
8,15,20,0,0,20,3,0,20,0,0
8,15,21,0,0,19,3,0,19,0,0
8,15,22,0,0,19,3,0,19,0,0
8,15,23,0,0,19,3,0,19,0,0
8,16,0,0,0,18,3,0,18,0,0
8,16,1,0,0,18,4,0,18,0,0
8,16,2,0,0,18,4,0,18,0,0
8,16,3,0,0,18,4,0,18,0,0
8,16,4,0,0,17,3,0,17,0,0
8,16,5,0,0,17,3,0,17,0,0
8,16,6,0,34,18,4,32.25,17.22,114.89,92.355
8,16,7,0,54,20,4,51.252,19.752,180.489,156.684
8,16,8,0,91,22,4,86.553,22.613,300.802,274.564
8,16,9,0,96,24,4,91.387,24.835,314.322,287.802
8,16,10,0,130,26,3,124.331,27.771,421.734,392.915
8,16,11,13,252,27,2,256.791,32.653,850.786,811.713
8,16,12,15,275,28,1,282.157,36.165,918.829,877.972
8,16,13,18,291,29,1,300.391,37.838,970.074,927.846
8,16,14,7,197,29,0,195.753,37.475,633.279,599.618
8,16,15,5,180,28,0,176.443,34.875,578.126,545.768
8,16,16,0,65,27,0,61.75,29.083,208.148,183.796
8,16,17,440,109,26,1,246.367,32.145,741.816,705.51
8,16,18,192,57,25,0,66.107,27.935,192.548,168.506
8,16,19,0,0,23,0,0,23,0,0
8,16,20,0,0,22,0,0,22,0,0
8,16,21,0,0,22,0,0,22,0,0
8,16,22,0,0,21,0,0,21,0,0
8,16,23,0,0,21,0,0,21,0,0
8,17,0,0,0,21,0,0,21,0,0
8,17,1,0,0,21,1,0,21,0,0
8,17,2,0,0,20,1,0,20,0,0
8,17,3,0,0,20,1,0,20,0,0
8,17,4,0,0,19,2,0,19,0,0
8,17,5,0,0,19,2,0,19,0,0
8,17,6,404,46,21,3,80.955,21.379,206.643,182.321
8,17,7,96,138,23,3,165.748,25.667,551.418,519.68
8,17,8,776,87,25,3,521.194,36.227,1641.279,1578.833
8,17,9,840,98,26,3,725.645,42.704,2267.581,2182.493
8,17,10,875,106,28,2,885.723,51.228,2664.47,2563.146
8,17,11,891,111,29,2,984.434,54.983,2905.911,2793.994
8,17,12,868,130,30,1,1006.948,61.217,2871.503,2761.13
8,17,13,857,129,31,1,965.934,61.159,2754.853,2649.627
8,17,14,831,124,31,1,862.512,58.299,2495.782,2401.538
8,17,15,802,108,30,1,699.424,52.589,2073.095,1995.429
8,17,16,733,94,29,1,491.433,45.189,1474.258,1417.235
8,17,17,608,74,28,0,264.673,40.369,741.85,705.542
8,17,18,141,50,25,0,55.663,27.774,166.141,142.617
8,17,19,0,0,23,0,0,23,0,0
8,17,20,0,0,21,1,0,21,0,0
8,17,21,0,0,20,1,0,20,0,0
8,17,22,0,0,19,1,0,19,0,0
8,17,23,0,0,18,1,0,18,0,0
8,18,0,0,0,18,1,0,18,0,0
8,18,1,0,0,18,1,0,18,0,0
8,18,2,0,0,18,2,0,18,0,0
8,18,3,0,0,18,1,0,18,0,0
8,18,4,0,0,17,1,0,17,0,0
8,18,5,0,0,18,1,0,18,0,0
8,18,6,250,56,20,2,74.567,20.198,214.824,190.339
8,18,7,472,106,23,2,262.18,28.574,806.027,768.104
8,18,8,599,140,26,3,478.348,36.471,1512.483,1454.242
8,18,9,680,161,27,4,678.264,41.156,2138.652,2058.523
8,18,10,363,344,28,4,681.211,42.59,2145.73,2065.334
8,18,11,758,178,29,4,932.95,48.752,2847.874,2738.553
8,18,12,802,156,29,4,975.912,50.086,2958.462,2844.168
8,18,13,336,393,29,4,740.833,45.37,2302.028,2215.589
8,18,14,314,354,29,4,644.736,42.945,2027.032,1951.072
8,18,15,18,232,28,3,237.039,33.818,780.418,743.144
8,18,16,0,59,27,3,56.035,27.538,190.284,166.286
8,18,17,0,104,26,3,98.798,27.075,336.237,309.257
8,18,18,0,34,24,3,32.2,23.535,111.429,88.959
8,18,19,0,0,23,3,0,23,0,0
8,18,20,0,0,22,3,0,22,0,0
8,18,21,0,0,22,3,0,22,0,0
8,18,22,0,0,22,3,0,22,0,0
8,18,23,0,0,21,2,0,21,0,0
8,19,0,0,0,21,2,0,21,0,0
8,19,1,0,0,20,1,0,20,0,0
8,19,2,0,0,20,0,0,20,0,0
8,19,3,0,0,20,1,0,20,0,0
8,19,4,0,0,20,2,0,20,0,0
8,19,5,0,0,20,2,0,20,0,0
8,19,6,316,51,20,2,75.915,20.236,207.382,183.045
8,19,7,568,88,22,2,277.502,27.973,843.757,804.866
8,19,8,705,109,24,2,504.602,36.542,1589.544,1528.806
8,19,9,799,114,25,2,714.893,43.513,2225.212,2141.771
8,19,10,843,120,26,3,871.691,46.407,2690.057,2587.636
8,19,11,473,339,27,3,827.621,46.754,2553.192,2456.568
8,19,12,867,126,28,3,1000.636,51.432,3011.639,2894.913
8,19,13,853,127,29,3,958.404,51.853,2877.353,2766.718
8,19,14,814,130,28,3,852.082,48.461,2600.623,2502.01
8,19,15,0,59,28,2,56.089,30.706,187.597,163.652
8,19,16,24,186,27,1,191.301,31.424,635.665,601.947
8,19,17,0,40,25,0,37.934,26.166,129.657,106.84
8,19,18,0,22,23,0,20.845,20.97,72.997,51.252
8,19,19,0,0,22,1,0,22,0,0
8,19,20,0,0,22,1,0,22,0,0
8,19,21,0,0,21,1,0,21,0,0
8,19,22,0,0,20,0,0,20,0,0
8,19,23,0,0,19,0,0,19,0,0
8,20,0,0,0,19,0,0,19,0,0
8,20,1,0,0,19,0,0,19,0,0
8,20,2,0,0,18,1,0,18,0,0
8,20,3,0,0,18,1,0,18,0,0
8,20,4,0,0,17,1,0,17,0,0
8,20,5,0,0,17,2,0,17,0,0
8,20,6,0,25,17,1,23.692,15.377,85.107,63.135
8,20,7,197,138,19,1,198.924,23.329,654.698,620.524
8,20,8,145,225,22,0,304.225,33.584,992.786,949.942
8,20,9,636,179,23,0,664.162,47.45,2027.68,1951.696
8,20,10,80,363,24,0,436.19,43.336,1369.485,1315.731
8,20,11,171,424,24,0,606.944,47.386,1866.339,1796.177
8,20,12,707,218,24,1,951.318,52.794,2842.285,2733.212
8,20,13,700,213,25,0,913.235,60.18,2619.02,2519.63
8,20,14,680,197,26,0,808.73,57.927,2345.329,2257.176
8,20,15,8,198,26,0,196.38,38.379,632.267,598.631
8,20,16,50,201,25,1,222.965,31.038,740.428,704.156
8,20,17,431,105,24,1,235.557,30.538,711.06,675.515
8,20,18,182,49,23,0,55.996,25.362,164.721,141.225
8,20,19,0,0,21,0,0,21,0,0
8,20,20,0,0,20,0,0,20,0,0
8,20,21,0,0,19,0,0,19,0,0
8,20,22,0,0,19,1,0,19,0,0
8,20,23,0,0,18,1,0,18,0,0
8,21,0,0,0,17,1,0,17,0,0
8,21,1,0,0,16,1,0,16,0,0
8,21,2,0,0,16,0,0,16,0,0
8,21,3,0,0,15,0,0,15,0,0
8,21,4,0,0,15,0,0,15,0,0
8,21,5,0,0,16,0,0,16,0,0
8,21,6,373,43,18,1,73.952,18.086,192.428,168.388
8,21,7,452,98,21,1,247.122,27.145,763.207,726.366
8,21,8,533,150,24,1,449.232,37.137,1417.476,1362.237
8,21,9,314,287,25,0,529.074,45.928,1632.439,1570.287
8,21,10,365,339,26,0,678.126,52.026,2032.681,1956.512
8,21,11,172,423,27,0,607.09,51.63,1825.173,1756.457
8,21,12,102,427,28,0,536.966,50.008,1628.517,1566.495
8,21,13,517,321,29,0,847.216,59.941,2433.056,2341.377
8,21,14,510,257,28,1,720.321,51.196,2167.644,2086.414
8,21,15,662,160,27,0,649.72,53.156,1920.952,1848.846
8,21,16,611,125,27,0,453.468,46.675,1352.749,1299.508
8,21,17,513,85,26,0,241.061,37.314,690.801,655.752
8,21,18,262,41,25,0,52.812,27.388,141.582,118.535
8,21,19,0,0,23,0,0,23,0,0
8,21,20,0,0,21,1,0,21,0,0
8,21,21,0,0,21,1,0,21,0,0
8,21,22,0,0,21,1,0,21,0,0
8,21,23,0,0,20,1,0,20,0,0
8,22,0,0,0,20,1,0,20,0,0
8,22,1,0,0,20,2,0,20,0,0
8,22,2,0,0,20,2,0,20,0,0
8,22,3,0,0,20,2,0,20,0,0
8,22,4,0,0,19,2,0,19,0,0
8,22,5,0,0,19,2,0,19,0,0
8,22,6,3,47,20,3,44.315,19.467,155.706,132.386
8,22,7,445,106,21,3,252.5,25.611,788.241,750.77
8,22,8,598,134,23,3,471.031,33.279,1511.838,1453.617
8,22,9,682,153,25,4,670.802,39.003,2137.8,2057.704
8,22,10,732,165,26,4,829.509,43.67,2596.765,2498.315
8,22,11,761,170,27,3,926.262,48.838,2826.094,2717.739
8,22,12,796,155,28,3,966.741,50.906,2917.796,2805.344
8,22,13,792,149,28,3,927.658,50.14,2810.648,2702.976
8,22,14,767,142,29,3,820.893,48.679,2502.347,2407.833
8,22,15,731,124,29,3,659.847,44.865,2036.697,1960.38
8,22,16,646,110,28,2,454.978,40.404,1398.608,1343.955
8,22,17,498,85,27,2,235.261,33.132,688.137,653.153
8,22,18,237,41,26,2,50.505,26.507,139.07,116.072
8,22,19,0,0,24,2,0,24,0,0
8,22,20,0,0,23,2,0,23,0,0
8,22,21,0,0,23,2,0,23,0,0
8,22,22,0,0,22,2,0,22,0,0
8,22,23,0,0,22,2,0,22,0,0
8,23,0,0,0,22,2,0,22,0,0
8,23,1,0,0,21,2,0,21,0,0
8,23,2,0,0,21,2,0,21,0,0
8,23,3,0,0,20,2,0,20,0,0
8,23,4,0,0,20,2,0,20,0,0
8,23,5,0,0,20,2,0,20,0,0
8,23,6,285,47,22,2,68.519,22.088,186.794,162.865
8,23,7,552,85,24,3,268.105,29.082,809.519,771.507
8,23,8,693,106,27,3,493.88,37.843,1544.89,1485.605
8,23,9,764,123,29,3,697.548,44.969,2155.001,2074.252
8,23,10,797,137,30,2,853.471,52.302,2552.687,2456.085
8,23,11,810,147,31,2,948.778,55.963,2785.581,2679.011
8,23,12,484,348,32,1,862.548,59.181,2488.077,2394.15
8,23,13,792,152,33,1,929.96,61.596,2645.554,2545.038
8,23,14,311,346,33,1,632.843,53.902,1877.521,1806.963
8,23,15,0,94,33,1,89.448,37.086,289.954,263.941
8,23,16,10,164,32,1,162.575,35.839,529.445,498.213
8,23,17,101,120,30,1,146.498,33.612,464.876,435.104
8,23,18,0,7,27,1,6.619,25.975,22.644,1.827
8,23,19,0,0,25,1,0,25,0,0
8,23,20,0,0,24,1,0,24,0,0
8,23,21,0,0,23,1,0,23,0,0
8,23,22,0,0,23,1,0,23,0,0
8,23,23,0,0,23,1,0,23,0,0
8,24,0,0,0,22,1,0,22,0,0
8,24,1,0,0,22,1,0,22,0,0
8,24,2,0,0,21,1,0,21,0,0
8,24,3,0,0,21,1,0,21,0,0
8,24,4,0,0,21,1,0,21,0,0
8,24,5,0,0,22,2,0,22,0,0
8,24,6,287,43,24,3,64.809,24.065,172.213,148.57
8,24,7,560,79,25,4,264.421,29.565,793.693,756.084
8,24,8,713,96,27,5,494.018,35.917,1558.602,1498.873
8,24,9,809,103,28,5,709.039,41.431,2229.851,2146.23
8,24,10,869,103,29,5,874.573,45.938,2705.228,2602.155
8,24,11,904,101,30,5,982.697,49.253,2991.575,2875.77
8,24,12,905,107,31,5,1014.511,51.026,3059.967,2941.008
8,24,13,912,100,31,4,981.152,52.29,2938.496,2825.109
8,24,14,901,92,31,4,875.123,50.087,2646.994,2546.416
8,24,15,868,83,30,4,706.321,45.46,2170.46,2089.122
8,24,16,804,72,29,3,493.415,40.854,1503.534,1445.579
8,24,17,682,56,26,2,257.49,32.824,728.017,692.053
8,24,18,400,30,22,1,47.932,22.71,113.605,91.095
8,24,19,0,0,20,1,0,20,0,0
8,24,20,0,0,19,1,0,19,0,0
8,24,21,0,0,18,1,0,18,0,0
8,24,22,0,0,17,1,0,17,0,0
8,24,23,0,0,16,1,0,16,0,0
8,25,0,0,0,15,1,0,15,0,0
8,25,1,0,0,15,1,0,15,0,0
8,25,2,0,0,15,0,0,15,0,0
8,25,3,0,0,15,0,0,15,0,0
8,25,4,0,0,15,0,0,15,0,0
8,25,5,0,0,15,0,0,15,0,0
8,25,6,440,36,17,0,71.853,16.405,175.61,151.901
8,25,7,691,62,19,0,289.738,28.975,858.656,819.379
8,25,8,808,77,22,0,525.164,41.899,1604.025,1542.811
8,25,9,866,90,25,1,733.299,47.445,2234.76,2150.949
8,25,10,896,99,26,1,893.398,53.576,2653.338,2552.49
8,25,11,905,108,27,1,990.522,57.68,2880.587,2769.807
8,25,12,895,117,28,1,1014.447,59.578,2919.633,2807.098
8,25,13,875,120,28,1,966.117,58.397,2798.19,2691.067
8,25,14,838,120,29,1,854.592,56.208,2500.742,2406.294
8,25,15,752,126,28,1,672.499,49.909,2020.378,1944.663
8,25,16,651,113,27,1,456.02,42.108,1387.606,1333.294
8,25,17,484,87,25,1,227.441,32.387,665.485,631.05
8,25,18,196,38,22,1,43.42,22.408,126.232,103.48
8,25,19,0,0,20,1,0,20,0,0
8,25,20,0,0,19,1,0,19,0,0
8,25,21,0,0,19,1,0,19,0,0
8,25,22,0,0,18,1,0,18,0,0
8,25,23,0,0,18,2,0,18,0,0
8,26,0,0,0,17,2,0,17,0,0
8,26,1,0,0,17,2,0,17,0,0
8,26,2,0,0,16,2,0,16,0,0
8,26,3,0,0,16,1,0,16,0,0
8,26,4,0,0,16,1,0,16,0,0
8,26,5,0,0,16,1,0,16,0,0
8,26,6,43,45,18,2,45.715,17.351,154.895,131.59
8,26,7,229,122,20,2,195.546,23.649,635.958,602.233
8,26,8,0,96,23,2,91.395,24.398,314.996,288.462
8,26,9,26,247,25,3,258.725,29.932,867.927,828.409
8,26,10,0,71,27,3,67.584,27.867,229.144,204.371
8,26,11,253,405,28,2,677.122,44.246,2116.398,2037.11
8,26,12,14,264,28,2,270.651,35.749,883.175,843.258
8,26,13,25,317,29,2,333.942,37.142,1082.162,1036.849
8,26,14,10,221,30,1,222.311,36.722,721.867,686.055
8,26,15,424,241,30,1,556.135,46.087,1710.033,1645.28
8,26,16,306,186,29,0,345.925,44.521,1054.607,1010.063
8,26,17,527,74,28,0,227.056,37.983,637.794,604.025
8,26,18,241,33,26,0,40.313,27.759,108.45,86.038
8,26,19,0,0,24,0,0,24,0,0
8,26,20,0,0,23,0,0,23,0,0
8,26,21,0,0,22,0,0,22,0,0
8,26,22,0,0,22,0,0,22,0,0
8,26,23,0,0,21,0,0,21,0,0
8,27,0,0,0,20,0,0,20,0,0
8,27,1,0,0,19,0,0,19,0,0
8,27,2,0,0,18,0,0,18,0,0
8,27,3,0,0,18,0,0,18,0,0
8,27,4,0,0,18,1,0,18,0,0
8,27,5,0,0,18,1,0,18,0,0
8,27,6,316,38,20,2,62.706,19.872,163.897,140.417
8,27,7,440,94,22,2,238.108,26.88,734.558,698.432
8,27,8,730,90,25,3,495.782,35.815,1563.382,1503.497
8,27,9,802,104,27,2,703.922,45.167,2171.386,2090.014
8,27,10,389,323,28,2,682.752,46.217,2110.317,2031.258
8,27,11,862,119,29,2,959.643,53.847,2850.155,2740.733
8,27,12,865,123,30,2,989.448,56.252,2900.798,2789.111
8,27,13,848,125,30,2,943.43,55.242,2780.462,2674.117
8,27,14,808,127,30,2,833.675,52.497,2489.195,2395.223
8,27,15,153,287,29,2,400.595,40.539,1271.738,1220.941
8,27,16,470,150,28,2,396.191,38.13,1237.141,1187.371
8,27,17,280,101,26,1,179.08,31.627,543.904,512.339
8,27,18,279,31,23,1,40.349,23.088,107.494,85.099
8,27,19,0,0,20,1,0,20,0,0
8,27,20,0,0,19,1,0,19,0,0
8,27,21,0,0,18,1,0,18,0,0
8,27,22,0,0,18,1,0,18,0,0
8,27,23,0,0,17,1,0,17,0,0
8,28,0,0,0,16,1,0,16,0,0
8,28,1,0,0,16,1,0,16,0,0
8,28,2,0,0,15,1,0,15,0,0
8,28,3,0,0,15,1,0,15,0,0
8,28,4,0,0,14,1,0,14,0,0
8,28,5,0,0,15,1,0,15,0,0
8,28,6,241,40,17,2,57.415,16.649,161.372,137.941
8,28,7,166,124,19,2,175.214,22.122,580.731,548.312
8,28,8,0,133,23,2,127.323,25.299,436.967,407.813
8,28,9,0,72,26,3,68.468,26.531,233.619,208.756
8,28,10,2,152,27,3,147.59,29.29,496.998,466.504
8,28,11,161,412,28,2,586.419,42.204,1852.283,1782.617
8,28,12,422,354,29,2,806.548,49.891,2447.523,2355.256
8,28,13,810,141,30,2,930.2,54.437,2753.544,2648.376
8,28,14,791,131,30,2,822.05,52.181,2458.569,2365.852
8,28,15,773,107,29,1,660.947,50.422,1978.297,1904.12
8,28,16,692,92,28,1,449.906,42.863,1357.548,1304.16
8,28,17,537,71,26,0,223.727,36.666,628.085,594.549
8,28,18,226,30,24,0,36.552,25.518,99.43,77.188
8,28,19,0,0,22,0,0,22,0,0
8,28,20,0,0,20,0,0,20,0,0
8,28,21,0,0,19,1,0,19,0,0
8,28,22,0,0,18,1,0,18,0,0
8,28,23,0,0,17,1,0,17,0,0
8,29,0,0,0,16,1,0,16,0,0
8,29,1,0,0,15,1,0,15,0,0
8,29,2,0,0,15,2,0,15,0,0
8,29,3,0,0,15,2,0,15,0,0
8,29,4,0,0,14,2,0,14,0,0
8,29,5,0,0,14,2,0,14,0,0
8,29,6,152,41,16,2,50.91,15.444,155.282,131.97
8,29,7,620,69,18,2,272.049,23.705,830.737,792.181
8,29,8,545,139,21,2,443.291,31.961,1432.365,1376.661
8,29,9,296,280,24,3,509.665,35.628,1656.859,1593.895
8,29,10,499,274,25,3,735.771,41.923,2324.659,2237.326
8,29,11,499,316,26,3,827.911,45.481,2570.961,2473.595
8,29,12,433,347,27,3,809.858,46.262,2505.029,2410.404
8,29,13,421,336,27,3,768.242,45.296,2387.832,2297.979
8,29,14,361,319,28,3,645.032,43.427,2022.041,1946.264
8,29,15,566,183,27,2,592.795,42.836,1849.609,1780.036
8,29,16,164,196,26,1,279.072,35.571,896.81,856.535
8,29,17,185,105,24,0,155.368,30.756,484.309,454.101
8,29,18,177,30,22,0,34.466,22.513,99.344,77.104
8,29,19,0,0,21,0,0,21,0,0
8,29,20,0,0,20,1,0,20,0,0
8,29,21,0,0,19,2,0,19,0,0
8,29,22,0,0,19,3,0,19,0,0
8,29,23,0,0,18,3,0,18,0,0
8,30,0,0,0,18,3,0,18,0,0
8,30,1,0,0,18,3,0,18,0,0
8,30,2,0,0,17,3,0,17,0,0
8,30,3,0,0,17,3,0,17,0,0
8,30,4,0,0,17,2,0,17,0,0
8,30,5,0,0,17,2,0,17,0,0
8,30,6,0,12,17,2,11.355,15.372,40.791,19.642
8,30,7,0,69,18,2,65.577,17.939,232.854,208.007
8,30,8,0,96,19,2,91.423,19.864,321.788,295.112
8,30,9,10,208,21,2,208.441,25.166,715.552,679.896
8,30,10,16,253,23,1,259.923,30.214,871.314,831.707
8,30,11,12,233,25,1,237.508,31.782,790.237,752.715
8,30,12,14,244,26,0,250.806,35.953,817.589,779.371
8,30,13,79,383,27,0,465.602,44.533,1453.155,1396.798
8,30,14,728,162,28,0,801.746,57.297,2331.781,2244.166
8,30,15,669,148,28,0,630.002,53.946,1851.439,1781.802
8,30,16,565,128,27,0,419.982,45.484,1255.81,1205.487
8,30,17,402,91,26,0,202.001,35.676,584.216,551.715
8,30,18,121,30,24,0,32.528,25.097,97.949,75.735
8,30,19,0,0,22,0,0,22,0,0
8,30,20,0,0,21,1,0,21,0,0
8,30,21,0,0,21,1,0,21,0,0
8,30,22,0,0,20,2,0,20,0,0
8,30,23,0,0,20,1,0,20,0,0
8,31,0,0,0,19,1,0,19,0,0
8,31,1,0,0,18,1,0,18,0,0
8,31,2,0,0,18,0,0,18,0,0
8,31,3,0,0,18,0,0,18,0,0
8,31,4,0,0,17,0,0,17,0,0
8,31,5,0,0,17,0,0,17,0,0
8,31,6,235,41,19,1,57.457,18.569,161.973,138.531
8,31,7,516,85,21,1,254.387,27.294,774.519,737.394
8,31,8,665,110,24,1,480.672,38.101,1501.034,1443.159
